"","Duration","Proto","SrcPt","DstPt","Packets","Bytes","Flags","Tos","class","Packets_speed","Bytes_speed","Hour","Min","Sec","Day"
"8730",0,17,53,59295,1,214,0,0,0,10000,2140000,18,48,43,5
"8731",0.878,6,51029,80,8,3230,27,0,0,9.11161731207289,3678.81548974943,10,42,3,6
"8732",0,6,55706,443,1,66,16,0,0,10000,660000,10,59,37,5
"8733",0.251,6,443,56711,14,7533,26,32,0,55.7768924302789,30011.9521912351,14,17,33,5
"8734",0,6,80,59484,1,66,16,32,0,10000,660000,9,55,42,6
"8735",0,6,443,55660,1,66,16,32,0,10000,660000,12,52,15,5
"8736",0,6,56977,443,1,66,16,0,0,10000,660000,12,48,7,5
"8737",0.384,6,34903,443,18,1928,26,0,0,46.875,5020.83333333333,10,56,25,5
"8738",1.253,6,443,51833,7,5977,26,32,0,5.58659217877095,4770.15163607342,10,58,41,6
"8739",0,6,36442,80,1,66,17,0,0,10000,660000,17,33,10,5
"8740",0,17,5353,5353,1,147,0,0,0,10000,1470000,18,44,51,5
"8741",0.302,6,59133,80,2,1045,24,0,0,6.62251655629139,3460.26490066225,18,46,39,5
"8742",0,6,443,61518,1,651,24,32,0,10000,6510000,15,54,26,5
"8743",0,6,443,58566,2,863,24,32,0,20000,8630000,11,4,14,6
"8744",0,6,59593,443,1,55,16,0,0,10000,550000,15,48,22,5
"8745",0,6,43736,80,1,66,16,0,0,10000,660000,14,7,4,5
"8746",0,6,443,54945,1,66,16,32,0,10000,660000,9,42,43,6
"8747",0,6,80,52924,1,66,16,32,0,10000,660000,9,50,11,5
"8748",0,6,80,38621,1,66,16,32,0,10000,660000,18,1,47,5
"8749",0.128,6,443,39531,6,2880,26,32,0,46.875,22500,16,37,56,5
"8750",0,6,48186,80,1,66,16,0,0,10000,660000,13,53,20,5
"8751",0,6,443,60059,1,54,16,32,0,10000,540000,9,10,27,6
"8752",0,6,80,56228,1,74,18,0,0,10000,740000,14,48,37,5
"8753",0,6,443,59832,1,66,16,32,0,10000,660000,14,13,39,5
"8754",0.016,6,80,64004,4,2151,26,32,0,250,134437.5,9,54,18,6
"8755",0,6,45012,443,1,66,16,0,0,10000,660000,15,41,48,5
"8756",0.072,6,80,35375,5,907,27,32,0,69.4444444444444,12597.2222222222,17,15,59,5
"8757",0,6,443,55950,1,66,16,32,0,10000,660000,10,38,3,6
"8758",0.027,6,43621,8082,2,338,24,0,0,74.0740740740741,12518.5185185185,21,39,31,5
"8759",0,6,80,46055,1,54,16,32,0,10000,540000,12,54,53,5
"8760",0.003,17,53,59710,2,313,0,0,0,666.666666666667,104333.333333333,16,14,10,5
"8761",1.193,6,42289,80,3,206,18,0,0,2.51466890192791,172.673931265717,10,39,18,6
"8762",0,6,443,57739,1,66,16,32,0,10000,660000,14,18,41,5
"8763",0.336,6,60834,443,3,163,17,0,0,8.92857142857143,485.119047619048,10,23,30,5
"8764",0.122,6,37795,80,5,818,27,0,0,40.9836065573771,6704.91803278689,7,39,31,5
"8765",0,6,37274,80,1,66,16,0,0,10000,660000,10,25,58,5
"8766",0,6,54298,80,1,66,16,0,0,10000,660000,14,50,44,5
"8767",0,6,38212,80,1,66,16,0,0,10000,660000,14,9,30,5
"8768",0,6,443,36986,1,66,16,32,0,10000,660000,10,54,57,6
"8769",0.304,6,58860,80,5,3710,26,0,0,16.4473684210526,12203.9473684211,18,38,19,5
"8770",0,6,59704,80,1,66,16,0,0,10000,660000,11,19,32,5
"8771",2.046,6,37607,80,10,2815,24,0,0,4.88758553274682,1375.85532746823,9,42,23,6
"8772",0,6,445,44690,1,108,24,0,0,10000,1080000,13,21,50,5
"8773",0,6,443,48566,1,66,16,32,0,10000,660000,15,33,11,5
"8774",0,6,34870,80,1,54,16,0,0,10000,540000,13,7,29,5
"8775",0,6,443,59431,2,1113,24,0,0,20000,11130000,17,0,56,5
"8776",0,6,80,59121,2,132,17,32,0,20000,1320000,12,5,2,5
"8777",0,6,443,37070,1,66,16,32,0,10000,660000,6,53,0,6
"8778",0,6,51907,443,1,55,16,0,0,10000,550000,11,4,11,5
"8779",0,6,443,38173,1,54,16,32,0,10000,540000,10,45,16,5
"8780",1.134,6,80,52604,4,3820,26,32,0,3.52733686067019,3368.60670194004,11,24,50,5
"8781",0.015,6,34670,443,3,229,25,0,0,200,15266.6666666667,12,10,53,5
"8782",0.349,6,38262,443,7,1175,26,0,0,20.0573065902579,3366.76217765043,10,22,49,6
"8783",0,17,60941,53,1,78,0,0,0,10000,780000,6,19,59,6
"8784",0,6,443,54563,1,66,16,32,0,10000,660000,15,53,3,5
"8785",0,6,59661,443,1,55,16,0,0,10000,550000,6,53,21,5
"8786",0.003,6,443,58302,3,229,25,32,0,1000,76333.3333333333,11,3,51,6
"8787",0.064,6,51394,80,14,1242,26,0,0,218.75,19406.25,14,25,26,5
"8788",0,6,443,47455,1,66,16,32,0,10000,660000,14,43,59,5
"8789",0.029,6,443,42284,4,295,25,32,0,137.931034482759,10172.4137931034,13,36,19,5
"8790",0.427,6,52704,80,6,2727,24,0,0,14.0515222482436,6386.4168618267,17,7,11,5
"8791",0,6,443,45047,2,108,17,0,0,20000,1080000,14,9,32,5
"8792",0,6,54437,443,1,54,16,0,0,10000,540000,13,54,13,5
"8793",0.041,6,45284,80,3,1809,24,0,0,73.1707317073171,44121.9512195122,15,19,2,5
"8794",0,6,80,57743,1,54,16,0,0,10000,540000,11,20,7,5
"8795",0.001,17,57984,53,2,166,0,0,0,2000,166000,10,4,0,5
"8796",0,17,53,36886,2,232,0,0,0,20000,2320000,16,49,28,5
"8797",0.444,6,50905,443,10,3003,27,0,0,22.5225225225225,6763.51351351351,8,17,7,5
"8798",0,6,80,38077,1,66,16,32,0,10000,660000,16,27,49,5
"8799",0,6,41435,443,1,66,16,0,0,10000,660000,7,13,7,5
"8800",0.035,17,32945,53,2,154,0,0,0,57.1428571428571,4400,12,29,31,5
"8801",0,6,80,44218,1,66,16,0,0,10000,660000,11,24,56,5
"8802",0,6,54548,443,1,66,16,0,0,10000,660000,15,8,20,5
"8803",0,6,443,45265,1,66,16,32,0,10000,660000,11,10,37,5
"8804",0.055,6,443,40924,6,4107,26,0,0,109.090909090909,74672.7272727273,16,36,58,5
"8805",0,6,80,51854,1,66,16,32,0,10000,660000,9,19,17,5
"8806",0.173,6,34116,443,3,215,25,0,0,17.3410404624277,1242.77456647399,14,54,54,5
"8807",0.554,6,52878,443,4,533,26,0,0,7.22021660649819,962.093862815884,11,5,44,5
"8808",0.017,6,40639,80,2,128,18,0,0,117.647058823529,7529.41176470588,9,46,59,5
"8809",0.014,6,34550,443,3,229,25,0,0,214.285714285714,16357.1428571429,12,8,11,5
"8810",0.002,6,443,36930,2,163,25,32,0,1000,81500,17,31,17,5
"8811",0.001,17,53,53731,2,194,0,0,0,2000,194000,8,38,57,5
"8812",0,6,62416,80,1,55,16,0,0,10000,550000,9,52,44,6
"8813",0.017,6,80,49250,2,108,17,32,0,117.647058823529,6352.94117647059,6,19,27,6
"8814",0.003,17,54724,53,2,204,0,0,0,666.666666666667,68000,11,16,19,5
"8815",0.002,17,53,45141,2,412,0,0,0,1000,206000,11,23,14,5
"8816",0.023,6,43621,8082,2,338,24,0,0,86.9565217391304,14695.652173913,10,8,55,6
"8817",0,6,56390,80,1,55,16,0,0,10000,550000,17,23,38,5
"8818",1.12,6,443,39290,2,132,17,32,0,1.78571428571429,117.857142857143,9,11,16,5
"8819",0.033,6,44765,80,2,763,24,0,0,60.6060606060606,23121.2121212121,6,16,51,5
"8820",0,6,51293,443,1,55,16,0,0,10000,550000,15,36,30,5
"8821",0.039,6,44936,80,2,651,24,0,0,51.2820512820513,16692.3076923077,12,50,22,5
"8822",0,6,48963,443,1,66,16,0,0,10000,660000,15,8,8,5
"8823",0,6,443,53670,2,132,17,0,0,20000,1320000,10,56,45,5
"8824",0,6,55278,443,1,66,16,0,0,10000,660000,7,33,2,6
"8825",0.018,6,55257,8082,2,338,24,0,0,111.111111111111,18777.7777777778,7,28,3,5
"8826",0.033,17,43791,53,2,162,0,0,0,60.6060606060606,4909.09090909091,16,12,51,5
"8827",0,17,53,57269,2,194,0,0,0,20000,1940000,7,0,27,6
"8828",0.179,6,80,60847,3,909,26,32,0,16.7597765363128,5078.21229050279,15,35,33,5
"8829",0.022,6,443,45047,3,193,25,0,0,136.363636363636,8772.72727272727,9,31,38,5
"8830",0,6,443,57745,1,66,16,0,0,10000,660000,10,19,9,5
"8831",0.004,6,47759,445,2,174,24,0,0,500,43500,20,27,2,5
"8832",0.02,6,56371,443,3,215,25,0,0,150,10750,18,31,39,5
"8833",0.055,6,55600,443,5,906,26,0,0,90.9090909090909,16472.7272727273,12,26,29,5
"8834",0.003,17,35530,53,2,158,0,0,0,666.666666666667,52666.6666666667,10,16,56,5
"8835",2.674,6,42891,443,101,9648,27,0,0,37.771129394166,3608.07778608826,16,11,46,5
"8836",0,6,48701,80,1,66,16,0,0,10000,660000,8,35,9,5
"8837",0.186,6,443,34636,37,77521,26,0,0,198.924731182796,416779.569892473,15,38,31,5
"8838",0.029,6,44612,80,5,764,26,0,0,172.413793103448,26344.8275862069,12,8,4,5
"8839",0,17,53,49452,1,183,0,0,0,10000,1830000,7,44,43,5
"8840",0,6,443,35769,1,66,16,32,0,10000,660000,6,14,35,6
"8841",0.002,6,53968,445,2,174,24,0,0,1000,87000,14,55,38,5
"8842",0.516,6,57548,80,4,642,26,0,0,7.75193798449612,1244.18604651163,15,32,21,5
"8843",0,17,53,40989,2,382,0,0,0,20000,3820000,10,46,49,5
"8844",0.281,6,54922,443,11,2176,26,0,0,39.1459074733096,7743.77224199288,6,1,54,5
"8845",0.015,6,60185,80,2,501,24,0,0,133.333333333333,33400,8,33,6,5
"8846",0,6,80,60013,1,66,16,32,0,10000,660000,15,49,40,5
"8847",0,6,42491,80,1,66,16,0,0,10000,660000,12,15,16,5
"8848",0,6,445,45575,1,108,24,0,0,10000,1080000,5,41,17,6
"8849",0,6,36812,443,1,66,16,0,0,10000,660000,9,0,2,5
"8850",0,6,80,40258,1,66,16,32,0,10000,660000,10,36,28,6
"8851",0,6,54586,80,1,66,16,0,0,10000,660000,11,27,55,5
"8852",0,6,35858,443,1,66,16,0,0,10000,660000,11,24,3,5
"8853",0,6,443,60526,1,66,16,32,0,10000,660000,7,43,55,5
"8854",0.034,6,41308,80,2,132,17,0,0,58.8235294117647,3882.35294117647,15,17,2,5
"8855",0,6,80,39371,1,66,17,32,0,10000,660000,10,16,55,6
"8856",0,6,41685,443,1,66,16,0,0,10000,660000,12,53,0,5
"8857",0,6,443,58476,1,66,16,32,0,10000,660000,7,36,26,6
"8858",0,6,80,40328,1,66,16,32,0,10000,660000,6,15,30,5
"8859",0.001,6,53625,80,2,108,17,0,0,2000,108000,9,23,15,5
"8860",0.003,17,37435,53,2,150,0,0,0,666.666666666667,50000,9,48,22,5
"8861",0.577,6,443,34832,12,6122,27,32,0,20.7972270363951,10610.0519930676,9,9,52,6
"8862",0,17,137,137,1,92,0,0,0,10000,920000,9,52,16,5
"8863",0,6,80,60648,1,275,24,32,0,10000,2750000,18,18,32,5
"8864",0.797,6,443,49808,9,868,24,32,0,11.2923462986198,1089.08406524467,10,59,14,5
"8865",0,6,443,50353,1,66,16,32,0,10000,660000,13,17,31,5
"8866",1.703,6,58210,443,38,5091,24,0,0,22.3135642982971,2989.43041691133,8,29,10,5
"8867",0,6,443,55439,1,374,24,32,0,10000,3740000,13,35,21,5
"8868",0,6,47575,443,1,66,16,0,0,10000,660000,15,6,44,5
"8869",0,6,443,49965,1,66,16,32,0,10000,660000,10,42,56,6
"8870",13.028,6,54891,443,76,15393,24,0,0,5.83358919250844,1181.53208474056,17,58,8,5
"8871",0,6,52588,443,1,66,16,0,0,10000,660000,13,39,17,5
"8872",0,6,59761,443,1,66,16,0,0,10000,660000,12,40,51,5
"8873",0,17,53,57253,1,187,0,0,0,10000,1870000,7,6,13,5
"8874",0,6,54460,443,1,66,16,0,0,10000,660000,10,9,31,5
"8875",0.005,6,40603,445,2,174,24,0,0,400,34800,1,50,24,6
"8876",0,17,48862,53,1,73,0,0,0,10000,730000,9,32,35,5
"8877",0,6,33235,443,1,66,16,0,0,10000,660000,10,17,42,6
"8878",0.001,6,80,63441,2,108,17,0,0,2000,108000,11,56,1,5
"8879",0,6,32973,443,1,54,16,0,0,10000,540000,10,46,9,5
"8880",0.024,6,64134,80,3,162,17,0,0,125,6750,11,56,5,5
"8881",2.486,6,46981,443,19,5596,26,0,0,7.64279967819791,2251.0056315366,10,8,52,5
"8882",0.211,6,443,55914,2,132,16,32,0,9.47867298578199,625.592417061611,7,22,0,5
"8883",0,17,53,55301,1,93,0,0,0,10000,930000,15,4,5,5
"8884",0,6,54268,80,1,55,16,0,0,10000,550000,15,30,42,5
"8885",0,6,80,41228,1,66,16,32,0,10000,660000,6,16,46,5
"8886",0,6,80,40896,1,579,24,32,0,10000,5790000,12,9,20,5
"8887",0,6,38634,80,1,66,16,0,0,10000,660000,7,46,4,5
"8888",0,6,33146,80,1,66,16,0,0,10000,660000,8,34,11,5
"8889",0,6,80,40840,1,66,16,0,0,10000,660000,13,10,47,5
"8890",0.002,17,53,39921,2,287,0,0,0,1000,143500,14,56,29,5
"8891",0,6,59771,80,1,66,16,0,0,10000,660000,12,11,34,5
"8892",0,6,443,59952,1,66,16,0,0,10000,660000,18,2,49,5
"8893",0,6,80,41212,1,66,16,32,0,10000,660000,11,53,27,5
"8894",0.002,6,80,53928,3,1709,24,32,0,1500,854500,15,31,9,5
"8895",1.024,6,443,55445,11,7486,26,32,0,10.7421875,7310.546875,7,39,39,5
"8896",0,6,33472,443,1,66,16,0,0,10000,660000,16,0,28,5
"8897",0,6,37125,443,1,66,16,0,0,10000,660000,13,27,42,5
"8898",0,6,46202,80,1,66,16,0,0,10000,660000,12,51,20,5
"8899",0.002,6,443,58150,2,132,17,32,0,1000,66000,7,45,2,5
"8900",0,17,58298,53,2,170,0,0,0,20000,1700000,9,29,17,6
"8901",0,6,46495,443,1,54,4,0,0,10000,540000,17,34,32,5
"8902",0,6,56709,80,1,66,16,0,0,10000,660000,10,21,54,6
"8903",0,6,36812,443,1,66,16,0,0,10000,660000,9,0,12,5
"8904",0.024,6,80,55905,11,15552,26,32,0,458.333333333333,648000,17,20,17,5
"8905",0.037,6,42764,443,3,193,25,0,0,81.0810810810811,5216.21621621622,12,48,55,5
"8906",1.693,6,54939,443,10,1912,26,0,0,5.90667454223272,1129.3561724749,17,53,46,5
"8907",0,6,35429,80,1,66,17,0,0,10000,660000,16,20,2,5
"8908",0,17,53,55657,1,173,0,0,0,10000,1730000,9,0,13,6
"8909",0,6,36290,80,1,66,16,0,0,10000,660000,13,23,30,5
"8910",0,17,53,55038,1,296,0,0,0,10000,2960000,13,6,46,5
"8911",0.274,6,443,52338,7,551,26,32,0,25.5474452554745,2010.94890510949,9,18,2,5
"8912",0,6,443,56355,1,66,16,0,0,10000,660000,11,14,43,5
"8913",0,17,53,58777,1,144,0,0,0,10000,1440000,9,21,8,6
"8914",0,6,43823,443,1,66,16,0,0,10000,660000,16,14,6,5
"8915",0.043,6,34734,80,2,108,17,0,0,46.5116279069767,2511.62790697674,13,18,15,5
"8916",0.03,6,48570,443,2,132,17,0,0,66.6666666666667,4400,15,5,4,5
"8917",0,6,80,58206,1,74,18,32,0,10000,740000,9,8,23,5
"8918",0.006,6,443,57688,3,193,25,32,0,500,32166.6666666667,10,13,36,5
"8919",0,6,80,54559,1,66,16,32,0,10000,660000,11,25,39,5
"8920",0.002,6,80,49614,2,132,17,0,0,1000,66000,9,31,36,5
"8921",0.075,6,443,42305,3,1974,24,32,0,40,26320,11,3,21,6
"8922",0.144,6,52198,443,6,1605,24,0,0,41.6666666666667,11145.8333333333,8,36,45,5
"8923",0,6,52913,80,1,55,16,0,0,10000,550000,15,28,39,5
"8924",0,6,443,57447,1,66,16,32,0,10000,660000,16,44,57,5
"8925",0,6,53750,443,3,198,17,0,0,30000,1980000,7,20,19,5
"8926",0.117,6,80,50901,3,648,27,32,0,25.6410256410256,5538.46153846154,9,2,10,5
"8927",0,6,443,59649,1,66,16,32,0,10000,660000,7,38,9,6
"8928",0.236,6,80,53331,3,1394,26,32,0,12.7118644067797,5906.77966101695,9,23,1,5
"8929",0.051,6,59022,80,3,788,24,0,0,58.8235294117647,15450.9803921569,9,48,14,5
"8930",0.006,17,53,51838,2,426,0,0,0,333.333333333333,71000,8,34,4,5
"8931",0,6,80,59440,1,54,16,32,0,10000,540000,18,46,59,5
"8932",0,6,33935,80,1,66,16,0,0,10000,660000,10,24,10,5
"8933",0,6,51971,80,1,55,16,0,0,10000,550000,11,33,7,5
"8934",0.003,6,33139,445,2,174,24,0,0,666.666666666667,58000,9,4,58,5
"8935",0,6,443,50970,1,66,16,0,0,10000,660000,15,3,21,5
"8936",0,6,57932,443,1,55,16,0,0,10000,550000,10,9,8,6
"8937",0.536,6,443,43042,6,4050,26,32,0,11.1940298507463,7555.97014925373,9,34,56,5
"8938",0.023,6,60011,80,2,140,18,0,0,86.9565217391304,6086.95652173913,12,10,16,5
"8939",0,6,36357,443,1,66,16,0,0,10000,660000,14,46,54,5
"8940",0,6,40151,443,1,66,16,0,0,10000,660000,16,47,58,5
"8941",0,6,33503,443,1,66,16,0,0,10000,660000,9,7,32,6
"8942",0,6,80,44679,1,66,17,32,0,10000,660000,7,30,43,5
"8943",1.153,6,59561,80,81,8360,26,0,0,70.2515177797051,7250.65047701648,15,26,1,5
"8944",1.023,6,60826,443,3,215,25,0,0,2.93255131964809,210.166177908113,10,22,34,5
"8945",0.005,6,42953,443,2,108,4,32,0,400,21600,10,9,44,5
"8946",0,6,443,51660,1,66,16,32,0,10000,660000,10,42,19,6
"8947",0,6,445,44222,1,108,24,0,0,10000,1080000,22,57,52,5
"8948",0,6,443,58476,1,66,16,32,0,10000,660000,7,37,6,6
"8949",0.035,6,54018,80,2,132,17,0,0,57.1428571428571,3771.42857142857,12,4,45,5
"8950",4.418,6,443,55288,41,111629,26,32,0,9.28021729289271,25266.8628338615,6,45,42,6
"8951",0,6,443,58405,1,66,16,32,0,10000,660000,11,26,33,5
"8952",0,6,443,57851,1,66,16,32,0,10000,660000,14,11,43,5
"8953",0,6,443,54922,1,66,16,0,0,10000,660000,13,38,21,5
"8954",0,6,443,59403,1,66,16,32,0,10000,660000,9,30,30,5
"8955",0,6,443,40021,1,66,16,32,0,10000,660000,7,12,42,5
"8956",0.017,6,53393,80,2,132,17,0,0,117.647058823529,7764.70588235294,14,38,12,5
"8957",0,6,443,53475,1,66,16,0,0,10000,660000,17,40,52,5
"8958",0.004,17,53,39987,2,216,0,0,0,500,54000,10,57,14,5
"8959",0.723,17,57936,53,3,239,0,0,0,4.149377593361,330.567081604426,11,47,4,5
"8960",0,6,445,52266,1,70,24,0,0,10000,7e+05,19,53,59,5
"8961",0.254,6,54277,443,3,220,24,0,0,11.8110236220472,866.141732283465,17,52,31,5
"8962",0.061,6,43412,443,2,132,17,0,0,32.7868852459016,2163.93442622951,7,49,19,5
"8963",0,6,53062,80,1,55,16,0,0,10000,550000,17,48,45,5
"8964",0,17,53,56447,2,336,0,0,0,20000,3360000,7,47,8,5
"8965",0,6,445,51461,1,108,24,0,0,10000,1080000,9,5,52,6
"8966",0.087,6,80,40167,5,1197,27,32,0,57.4712643678161,13758.6206896552,15,53,34,5
"8967",0,6,443,57807,1,66,16,32,0,10000,660000,18,35,42,5
"8968",0,6,443,57366,1,66,16,32,0,10000,660000,9,28,51,6
"8969",0,6,55807,443,1,55,16,0,0,10000,550000,11,12,26,5
"8970",0.226,6,443,42018,7,6824,26,32,0,30.9734513274336,30194.6902654867,13,9,48,5
"8971",0.018,6,59434,443,3,193,25,0,0,166.666666666667,10722.2222222222,10,18,1,5
"8972",0,6,443,65147,1,66,16,0,0,10000,660000,12,42,53,5
"8973",0.007,17,56075,53,2,150,0,0,0,285.714285714286,21428.5714285714,12,26,24,5
"8974",0,6,443,50990,1,310,24,32,0,10000,3100000,14,36,11,5
"8975",0,6,443,54295,1,66,16,0,0,10000,660000,17,40,23,5
"8976",0,6,51837,443,1,66,16,0,0,10000,660000,11,9,8,5
"8977",0,6,443,38952,1,66,16,32,0,10000,660000,7,41,4,5
"8978",0.177,6,58303,443,3,198,17,0,0,16.9491525423729,1118.64406779661,9,7,50,6
"8979",0,6,60904,80,1,55,16,0,0,10000,550000,17,9,3,5
"8980",0.562,6,443,49259,9,7994,27,32,0,16.0142348754448,14224.1992882562,9,39,2,5
"8981",0.035,6,443,49384,3,193,25,32,0,85.7142857142857,5514.28571428571,10,41,16,6
"8982",0,6,80,44198,1,66,16,32,0,10000,660000,6,5,42,6
"8983",0,6,49790,80,1,55,16,0,0,10000,550000,10,44,51,5
"8984",0,6,61858,80,1,55,16,0,0,10000,550000,7,7,3,5
"8985",0,6,36982,443,1,54,16,0,0,10000,540000,9,44,59,6
"8986",0,6,42312,80,1,66,16,0,0,10000,660000,10,3,56,5
"8987",0.016,6,80,45965,2,108,17,32,0,125,6750,11,21,36,5
"8988",0.016,6,80,51905,2,108,17,32,0,125,6750,13,23,35,5
"8989",0,17,44696,53,2,150,0,0,0,20000,1500000,10,38,37,6
"8990",0,6,445,57600,1,108,24,0,0,10000,1080000,3,19,32,5
"8991",0.335,6,59774,80,4,1093,24,0,0,11.9402985074627,3262.68656716418,13,39,47,5
"8992",0.645,6,443,50836,8,1159,27,32,0,12.4031007751938,1796.8992248062,10,19,3,6
"8993",0,6,445,40603,1,108,24,0,0,10000,1080000,19,7,19,5
"8994",0.105,6,54271,443,3,198,17,0,0,28.5714285714286,1885.71428571429,15,58,51,5
"8995",0.027,6,56927,80,2,140,18,0,0,74.0740740740741,5185.18518518519,16,17,15,5
"8996",0,6,34478,80,1,66,16,0,0,10000,660000,14,23,47,5
"8997",0.339,6,443,49596,8,10573,26,32,0,23.598820058997,31188.790560472,8,17,39,5
"8998",0.004,17,52236,53,2,180,0,0,0,500,45000,18,18,6,5
"8999",0,6,37006,443,1,66,16,0,0,10000,660000,13,18,25,5
"9000",0.02,6,63992,443,3,193,29,0,0,150,9650,9,54,22,6
"9001",0,6,59557,80,1,66,16,0,0,10000,660000,12,16,17,5
"9002",0,6,80,38502,1,66,16,32,0,10000,660000,14,26,40,5
"9003",0,6,80,51423,1,66,16,32,0,10000,660000,9,42,16,5
"9004",0,6,443,65135,1,66,16,32,0,10000,660000,12,43,3,5
"9005",0,6,445,45461,1,108,24,0,0,10000,1080000,5,29,8,6
"9006",0,17,47926,53,2,178,0,0,0,20000,1780000,15,40,28,5
"9007",0,6,58301,443,1,66,16,0,0,10000,660000,14,34,44,5
"9008",0,6,80,49319,1,74,18,32,0,10000,740000,9,34,45,5
"9009",0,6,65050,80,1,55,16,0,0,10000,550000,12,46,39,5
"9010",0,6,51057,80,1,66,16,0,0,10000,660000,8,39,7,5
"9011",0.019,6,38536,80,2,108,17,0,0,105.263157894737,5684.21052631579,10,35,6,5
"9012",0,6,445,39467,1,108,24,0,0,10000,1080000,10,41,53,5
"9013",0,6,51351,80,1,55,16,0,0,10000,550000,15,36,42,5
"9014",0,6,54763,80,1,55,16,0,0,10000,550000,10,3,27,5
"9015",0,6,80,54427,1,66,16,32,0,10000,660000,14,53,48,5
"9016",0,6,53101,80,2,108,17,0,0,20000,1080000,17,48,8,5
"9017",0,6,36873,443,1,54,16,0,0,10000,540000,7,34,40,6
"9018",0,17,53,61842,1,134,0,0,0,10000,1340000,11,44,55,5
"9019",0.019,6,80,61582,2,108,17,32,0,105.263157894737,5684.21052631579,17,5,20,5
"9020",0.139,6,44623,443,8,1765,24,0,0,57.5539568345324,12697.8417266187,7,18,20,6
"9021",0,6,54519,443,1,66,16,0,0,10000,660000,10,38,4,6
"9022",0,6,80,54452,1,74,18,32,0,10000,740000,16,22,8,5
"9023",0.015,6,63394,443,2,108,17,0,0,133.333333333333,7200,9,53,7,6
"9024",0,6,54566,443,1,66,16,0,0,10000,660000,10,45,18,5
"9025",0.02,6,55257,8082,2,338,24,0,0,100,16900,1,58,25,5
"9026",0.008,6,40619,80,2,132,17,0,0,250,16500,15,46,46,5
"9027",0,6,80,49504,1,66,18,32,0,10000,660000,13,15,11,5
"9028",0.126,6,443,35406,9,4981,26,32,0,71.4285714285714,39531.746031746,16,8,18,5
"9029",0,6,80,55762,1,66,16,0,0,10000,660000,6,16,43,5
"9030",0,17,53,63631,1,141,0,0,0,10000,1410000,9,12,2,5
"9031",0,6,53632,80,1,66,16,0,0,10000,660000,10,43,20,6
"9032",0,6,443,53902,1,66,16,32,0,10000,660000,10,28,18,5
"9033",0.294,6,443,57370,6,551,26,32,0,20.4081632653061,1874.14965986395,6,54,28,6
"9034",0,6,48987,80,1,66,16,0,0,10000,660000,11,20,39,5
"9035",0,6,80,55970,1,74,18,32,0,10000,740000,12,49,49,5
"9036",1.169,6,57850,443,35,4500,26,0,0,29.940119760479,3849.44396920445,8,25,35,5
"9037",0,6,80,44537,1,78,16,32,0,10000,780000,8,35,46,5
"9038",0.18,6,56321,80,2,108,17,0,0,11.1111111111111,600,14,46,13,5
"9039",0,6,41573,80,1,66,16,0,0,10000,660000,7,38,14,6
"9040",0,6,47705,80,1,66,16,0,0,10000,660000,14,12,55,5
"9041",0,6,52001,443,1,66,16,0,0,10000,660000,9,40,14,5
"9042",0.452,6,57811,443,9,1738,27,0,0,19.9115044247788,3845.13274336283,14,17,59,5
"9043",0.463,6,59593,443,3,163,17,0,0,6.47948164146868,352.051835853132,15,49,12,5
"9044",0,6,49610,80,1,66,17,0,0,10000,660000,9,31,36,5
"9045",0,6,54902,443,1,66,16,0,0,10000,660000,13,41,1,5
"9046",3.57,6,443,45244,60,133153,24,32,0,16.8067226890756,37297.7591036415,9,34,28,5
"9047",0.019,6,80,53940,2,132,17,0,0,105.263157894737,6947.36842105263,11,3,58,5
"9048",0,6,40576,443,1,66,16,0,0,10000,660000,11,15,56,5
"9049",0,6,80,42688,1,74,18,32,0,10000,740000,14,35,14,5
"9050",0.032,17,53,53145,2,272,0,0,0,62.5,8500,16,26,24,5
"9051",0,6,80,62775,1,66,16,32,0,10000,660000,11,48,8,5
"9052",0.005,17,59320,53,2,150,0,0,0,400,30000,7,8,19,6
"9053",0.013,6,43491,443,3,251,25,0,0,230.769230769231,19307.6923076923,17,40,58,5
"9054",0.245,6,58779,443,2,166,24,0,0,8.16326530612245,677.551020408163,6,43,9,5
"9055",0.233,6,65044,80,6,3159,24,0,0,25.7510729613734,13557.9399141631,12,47,2,5
"9056",0,6,443,61254,1,66,16,32,0,10000,660000,10,24,25,5
"9057",0,6,445,40289,1,70,24,0,0,10000,7e+05,15,32,23,5
"9058",0.003,17,38166,53,2,144,0,0,0,666.666666666667,48000,10,18,25,6
"9059",0.102,6,39500,80,2,140,18,0,0,19.6078431372549,1372.54901960784,11,23,46,5
"9060",1.085,6,80,43984,2,148,18,32,0,1.84331797235023,136.405529953917,7,58,7,5
"9061",0,17,53,45833,1,253,0,0,0,10000,2530000,17,4,20,5
"9062",0,6,51620,80,1,66,16,0,0,10000,660000,10,28,18,6
"9063",0,6,80,47722,1,1086,24,0,0,10000,10860000,10,39,13,5
"9064",0.527,6,443,51634,6,4046,26,32,0,11.3851992409867,7677.41935483871,11,2,14,5
"9065",0.217,6,57693,443,2,154,24,0,0,9.21658986175115,709.677419354839,10,16,14,5
"9066",0,6,445,39467,1,108,24,0,0,10000,1080000,7,36,23,5
"9067",0.384,6,443,52737,10,2525,24,0,0,26.0416666666667,6575.52083333333,9,8,59,6
"9068",0,6,60217,25,1,74,2,0,0,10000,740000,8,25,10,5
