"","Duration","Proto","SrcPt","DstPt","Packets","Bytes","Flags","Tos","class","Packets_speed","Bytes_speed","Hour","Min","Sec"
"4984",0,6,59089,443,1,66,16,0,0,10000,660000,33,31,2
"4985",0,6,80,38056,1,66,16,32,0,10000,660000,33,51,2
"4986",0.019,6,38766,80,2,132,17,0,0,105.263157894737,6947.36842105263,49,28,5
"4987",0,6,443,40287,1,66,16,0,0,10000,660000,20,15,3
"4988",0.004,17,40139,53,2,146,0,0,0,500,36500,7,18,5
"4989",0,6,443,55975,1,54,16,32,0,10000,540000,24,48,3
"4990",0.253,6,33620,443,7,1580,24,0,0,27.6679841897233,6245.05928853755,18,44,4
"4991",0.096,6,443,34133,4,419,26,0,0,41.6666666666667,4364.58333333333,18,48,9
"4992",0,6,443,38991,1,66,16,0,0,10000,660000,57,52,9
"4993",0,6,80,52104,1,66,16,32,0,10000,660000,39,19,3
"4994",0.238,6,443,56600,6,1285,26,0,0,25.2100840336134,5399.15966386555,39,11,6
"4995",0,6,80,54242,1,66,16,32,0,10000,660000,59,58,5
"4996",0.025,6,60803,8082,2,338,24,0,0,80,13520,3,50,0
"4997",0,6,43390,80,1,66,16,0,0,10000,660000,48,28,0
"4998",0,6,443,38518,1,66,16,32,0,10000,660000,52,55,7
"4999",0.214,6,43698,443,10,2501,26,0,0,46.7289719626168,11686.9158878505,48,38,3
"5000",0,6,54448,443,1,54,20,0,0,10000,540000,33,8,1
"5001",0.023,6,56978,8082,2,338,24,0,0,86.9565217391304,14695.652173913,4,13,8
"5002",0.048,6,56708,443,6,972,26,0,0,125,20250,33,4,2
"5003",0.815,6,443,54663,10,5231,26,32,0,12.2699386503067,6418.40490797546,33,39,5
"5004",0,6,443,48807,1,66,16,0,0,10000,660000,47,12,8
"5005",0,6,55101,443,1,55,16,0,0,10000,550000,34,56,4
"5006",1.138,6,37622,443,3,859,24,0,0,2.63620386643234,754.833040421793,49,52,7
"5007",0,6,42775,443,1,66,16,0,0,10000,660000,58,50,2
"5008",0,6,443,55119,1,66,16,32,0,10000,660000,21,58,5
"5009",0.25,6,47920,443,4,1906,24,0,0,16,7624,55,48,2
"5010",0,6,55143,80,1,55,16,0,0,10000,550000,35,36,7
"5011",0.379,6,443,34677,10,4545,26,32,0,26.3852242744063,11992.0844327177,10,37,5
"5012",0,6,80,49945,1,54,16,32,0,10000,540000,16,52,0
"5013",0.021,6,60803,8082,2,338,24,0,0,95.2380952380952,16095.2380952381,55,53,4
"5014",0,17,138,138,1,262,0,0,0,10000,2620000,32,52,5
"5015",0,6,80,50396,1,66,16,32,0,10000,660000,15,32,7
"5016",0.528,6,80,34250,4,1864,26,32,0,7.57575757575758,3530.30303030303,26,17,6
"5017",0.31,6,443,39394,8,7550,26,32,0,25.8064516129032,24354.8387096774,57,23,8
"5018",0.755,6,57046,80,21,2340,26,0,0,27.8145695364238,3099.33774834437,24,49,7
"5019",0,6,443,35590,1,66,16,0,0,10000,660000,14,18,7
"5020",0.704,6,58738,443,17,4450,26,0,0,24.1477272727273,6321.02272727273,27,52,9
"5021",0.001,6,8082,61841,2,254,24,32,0,2000,254000,44,44,2
"5022",0,6,443,48775,1,66,16,32,0,10000,660000,47,9,1
"5023",0,6,443,48306,1,66,16,32,0,10000,660000,28,31,8
"5024",0,17,53,49826,2,396,0,0,0,20000,3960000,4,38,7
"5025",0.027,6,54462,443,4,271,29,0,0,148.148148148148,10037.037037037,15,34,0
"5026",0,17,58256,53,1,80,0,0,0,10000,8e+05,38,10,0
"5027",0,6,45902,80,1,66,16,0,0,10000,660000,34,16,9
"5028",0.595,6,443,60076,7,4384,26,32,0,11.7647058823529,7368.06722689076,9,53,0
"5029",1.655,6,443,64021,16,12553,24,32,0,9.66767371601208,7584.89425981873,49,5,2
"5030",0,17,50033,53,2,152,0,0,0,20000,1520000,21,40,5
"5031",0,6,443,41616,2,163,25,0,0,20000,1630000,10,11,8
"5032",0.051,6,41837,443,5,906,26,0,0,98.0392156862745,17764.7058823529,32,50,5
"5033",0.001,17,37604,53,2,164,0,0,0,2000,164000,19,33,7
"5034",0,6,443,37535,2,139,25,32,0,20000,1390000,15,55,3
"5035",0.002,17,59295,53,2,152,0,0,0,1000,76000,10,54,7
"5036",0,6,80,50055,1,74,18,32,0,10000,740000,55,7,9
"5037",0.035,17,53,47499,2,348,0,0,0,57.1428571428571,9942.85714285714,28,44,4
"5038",0,6,8082,60802,1,212,24,32,0,10000,2120000,55,14,6
"5039",0,6,54427,80,1,55,16,0,0,10000,550000,36,18,4
"5040",0.003,6,43145,445,2,174,24,0,0,666.666666666667,58000,26,51,1
"5041",0.002,17,35228,53,2,154,0,0,0,1000,77000,8,37,3
"5042",0,6,49830,80,1,66,16,0,0,10000,660000,14,25,5
"5043",0.005,6,58844,445,2,174,24,0,0,400,34800,25,59,1
"5044",0,6,443,53652,2,163,25,32,0,20000,1630000,13,56,8
"5045",0.173,6,40463,80,3,2269,24,0,0,17.3410404624277,13115.6069364162,0,29,6
"5046",0.002,6,443,54450,2,350,24,32,0,1000,175000,53,34,5
"5047",0,6,443,60307,1,66,16,32,0,10000,660000,55,59,3
"5048",0,6,58844,445,1,66,16,0,0,10000,660000,19,57,8
"5049",0.027,6,56436,443,3,642,24,0,0,111.111111111111,23777.7777777778,3,33,2
"5050",0.536,6,38246,443,9,978,26,0,0,16.7910447761194,1824.62686567164,47,11,7
"5051",0,6,8082,60802,1,212,24,32,0,10000,2120000,53,56,1
"5052",0,17,53,52822,1,184,0,0,0,10000,1840000,29,12,4
"5053",0.64,6,37852,80,6,1266,26,0,0,9.375,1978.125,7,28,3
"5054",0,6,46568,80,1,66,16,0,0,10000,660000,50,39,1
"5055",0,6,80,47334,1,78,16,32,0,10000,780000,17,49,0
"5056",1.565,6,57133,443,4,240,21,0,0,2.55591054313099,153.354632587859,41,48,5
"5057",0,6,80,38082,1,66,17,32,0,10000,660000,59,7,2
"5058",0.144,6,59839,80,4,1117,26,0,0,27.7777777777778,7756.94444444445,34,8,6
"5059",0,6,443,33053,1,54,16,32,0,10000,540000,50,46,5
"5060",0,6,80,58671,1,66,16,0,0,10000,660000,56,27,3
"5061",0.579,6,443,43028,11,6040,27,32,0,18.9982728842832,10431.7789291883,13,13,5
"5062",0.058,6,80,51844,2,1382,24,32,0,34.4827586206897,23827.5862068966,21,27,1
"5063",0.054,6,8000,53485,7,654,27,32,0,129.62962962963,12111.1111111111,37,28,0
"5064",0,6,51098,80,1,66,16,0,0,10000,660000,4,19,2
"5065",0,6,49314,443,1,55,16,0,0,10000,550000,54,26,3
"5066",0,6,445,43145,1,108,24,0,0,10000,1080000,0,13,4
"5067",0.2,6,80,33053,2,132,16,32,0,10,660,16,18,0
"5068",0.021,6,58697,80,2,742,24,0,0,95.2380952380952,35333.3333333333,45,40,8
"5069",0.102,6,44986,443,3,215,25,0,0,29.4117647058824,2107.8431372549,24,50,5
"5070",0,6,50472,80,1,66,16,0,0,10000,660000,40,28,1
"5071",0.031,6,80,46739,2,132,17,32,0,64.5161290322581,4258.06451612903,19,33,2
"5072",0.153,6,60803,8082,9,1762,24,0,0,58.8235294117647,11516.339869281,25,19,7
"5073",0,6,80,40966,1,74,18,32,0,10000,740000,13,32,0
"5074",0.048,6,80,33207,4,10096,24,32,0,83.3333333333333,210333.333333333,8,8,5
"5075",0,6,443,60924,4,247,25,0,0,40000,2470000,12,58,4
"5076",0,6,80,48696,1,66,16,32,0,10000,660000,38,23,8
"5077",0,6,443,54212,1,66,16,0,0,10000,660000,31,24,5
"5078",0,6,80,47302,1,66,16,0,0,10000,660000,44,15,9
"5079",0,6,80,60840,1,54,16,32,0,10000,540000,23,45,2
"5080",0,6,80,42205,1,54,4,32,0,10000,540000,42,8,1
"5081",0.091,6,80,35910,5,1198,27,32,0,54.9450549450549,13164.8351648352,51,28,4
"5082",1.12,6,53854,80,7,1061,27,0,0,6.25,947.321428571428,23,0,8
"5083",0.001,17,36883,53,2,154,0,0,0,2000,154000,12,27,0
"5084",0,6,46743,80,1,66,16,0,0,10000,660000,15,38,3
"5085",0,6,443,47544,1,66,16,32,0,10000,660000,31,25,8
"5086",0,17,53,39369,2,426,0,0,0,20000,4260000,0,3,7
"5087",0,6,80,55624,1,54,16,0,0,10000,540000,57,6,0
"5088",0,6,443,34179,1,66,16,0,0,10000,660000,31,4,6
"5089",0,6,44476,443,1,66,16,0,0,10000,660000,5,12,1
"5090",0,6,60294,80,1,55,16,0,0,10000,550000,39,30,1
"5091",0.087,6,8000,61672,7,800,27,32,0,80.4597701149425,9195.40229885057,2,35,2
"5092",0,6,80,33138,1,74,18,32,0,10000,740000,42,0,9
"5093",0,6,443,54029,1,66,16,0,0,10000,660000,3,35,4
"5094",0,6,42356,80,1,54,16,0,0,10000,540000,7,49,8
"5095",0.162,6,38614,80,2,132,17,0,0,12.3456790123457,814.814814814815,30,18,6
"5096",1.562,6,41088,443,11,1653,26,0,0,7.04225352112676,1058.25864276568,21,38,7
"5097",0.621,6,54033,443,31,5174,24,0,0,49.9194847020934,8331.7230273752,49,25,5
"5098",0,6,35995,80,10,720,16,0,0,1e+05,7200000,1,19,0
"5099",0.038,6,36512,80,2,132,17,0,0,52.6315789473684,3473.68421052632,12,58,4
"5100",0,17,38370,53,1,76,0,0,0,10000,760000,12,27,0
"5101",0,17,137,137,1,92,0,0,0,10000,920000,35,10,2
"5102",0,6,80,48398,1,66,16,32,0,10000,660000,46,20,3
"5103",0,6,55690,80,1,54,17,0,0,10000,540000,43,59,0
"5104",0,6,443,43769,1,112,24,32,0,10000,1120000,52,27,9
"5105",0.129,6,40639,443,7,1471,26,0,0,54.2635658914729,11403.1007751938,6,57,8
"5106",0,6,61607,443,1,55,16,0,0,10000,550000,40,14,8
"5107",0,6,80,61177,1,66,16,32,0,10000,660000,42,12,9
"5108",0.003,17,33086,53,2,150,0,0,0,666.666666666667,50000,49,0,0
"5109",0,6,443,38672,1,54,16,32,0,10000,540000,57,29,1
"5110",0,6,43222,80,1,66,16,0,0,10000,660000,47,28,0
"5111",0.044,17,53,57780,2,446,0,0,0,45.4545454545455,10136.3636363636,28,26,9
"5112",0.032,6,42677,80,5,776,26,0,0,156.25,24250,35,29,7
"5113",0.104,6,80,55241,3,632,26,32,0,28.8461538461538,6076.92307692308,14,31,9
"5114",0.032,6,42473,443,4,271,29,0,0,125,8468.75,59,40,7
"5115",0,6,50151,80,1,66,16,0,0,10000,660000,38,30,0
"5116",0,17,53,42972,1,90,0,0,0,10000,9e+05,12,36,8
"5117",0,17,53,64485,1,124,0,0,0,10000,1240000,34,54,1
"5118",0.005,17,53,39705,2,243,0,0,0,400,48600,9,8,7
"5119",1.123,6,49298,443,14,2322,26,0,0,12.46660730187,2067.67586821015,59,57,2
"5120",0,6,61490,443,1,55,16,0,0,10000,550000,18,8,3
"5121",0.09,6,56207,443,45,3802,24,0,0,500,42244.4444444444,31,6,3
"5122",0.017,6,39857,443,2,460,24,0,0,117.647058823529,27058.8235294118,35,35,1
"5123",0,6,443,47480,1,462,24,0,0,10000,4620000,54,22,0
"5124",0,6,443,60709,1,66,16,32,0,10000,660000,33,49,7
"5125",0,6,55293,443,1,55,16,0,0,10000,550000,35,5,9
"5126",0,6,35149,443,1,66,16,0,0,10000,660000,41,20,8
"5127",0.003,17,53,48815,2,194,0,0,0,666.666666666667,64666.6666666667,8,50,4
"5128",0.033,6,48923,80,2,140,18,0,0,60.6060606060606,4242.42424242424,18,41,7
"5129",0.568,6,80,56520,4,1444,25,0,0,7.04225352112676,2542.25352112676,11,31,4
"5130",0.003,17,43394,53,2,146,0,0,0,666.666666666667,48666.6666666667,41,55,8
"5131",0.4,6,33410,443,10,2293,26,0,0,25,5732.5,11,19,1
"5132",0,17,62030,53,1,77,0,0,0,10000,770000,6,33,9
"5133",0,17,36402,53,2,154,0,0,0,20000,1540000,5,34,5
"5134",0,6,80,56745,1,66,16,32,0,10000,660000,54,49,9
"5135",0,6,50590,443,1,66,16,0,0,10000,660000,5,2,8
"5136",0,6,42744,443,2,108,4,0,0,20000,1080000,4,36,8
"5137",0,6,40224,443,1,66,16,0,0,10000,660000,18,36,5
"5138",0.336,6,41997,80,5,2409,26,0,0,14.8809523809524,7169.64285714286,55,29,1
"5139",0.621,6,443,36593,3,667,25,32,0,4.83091787439614,1074.07407407407,3,38,3
"5140",0,6,59787,80,1,66,16,0,0,10000,660000,27,37,8
"5141",0,6,46568,80,1,66,16,0,0,10000,660000,50,49,1
"5142",0,6,52948,443,1,66,17,0,0,10000,660000,33,38,7
"5143",0,6,51006,80,1,66,16,0,0,10000,660000,42,40,6
"5144",0.122,6,47720,80,6,1035,27,0,0,49.1803278688525,8483.60655737705,40,24,0
"5145",0,6,58543,80,1,55,16,0,0,10000,550000,30,3,8
"5146",0.017,6,80,40081,2,132,17,32,0,117.647058823529,7764.70588235294,7,25,0
"5147",0.184,6,443,44095,2,163,25,32,0,10.8695652173913,885.869565217391,13,55,4
"5148",0,6,80,43430,1,74,18,32,0,10000,740000,45,16,7
"5149",0,6,80,59300,1,54,17,32,0,10000,540000,11,4,7
"5150",0,6,443,38567,1,66,16,0,0,10000,660000,45,19,9
"5151",0.03,6,443,40091,4,295,25,32,0,133.333333333333,9833.33333333333,57,19,3
"5152",0,6,80,40962,1,54,16,0,0,10000,540000,27,13,5
"5153",0.251,6,80,58538,4,810,26,32,0,15.9362549800797,3227.09163346614,29,15,5
"5154",0.763,6,58630,443,9,1313,26,0,0,11.7955439056356,1720.83879423329,33,3,7
"5155",0.001,6,51146,445,2,174,24,0,0,2000,174000,52,29,9
"5156",0,17,45846,53,2,140,0,0,0,20000,1400000,24,35,8
"5157",0,6,80,59528,2,108,17,0,0,20000,1080000,5,40,9
"5158",0.023,6,63348,443,4,293,29,0,0,173.913043478261,12739.1304347826,49,46,3
"5159",0,6,80,50999,1,74,18,32,0,10000,740000,10,53,7
"5160",0,6,50628,80,1,55,16,0,0,10000,550000,19,46,9
"5161",0,6,80,38234,1,66,16,32,0,10000,660000,38,32,8
"5162",0,6,59306,80,1,55,16,0,0,10000,550000,8,53,7
"5163",0,6,443,34205,1,66,16,32,0,10000,660000,59,6,5
"5164",0,6,80,55710,1,66,16,32,0,10000,660000,25,13,9
"5165",0.046,17,53,54539,2,399,0,0,0,43.4782608695652,8673.91304347826,43,26,9
"5166",0.101,6,44531,80,5,769,27,0,0,49.5049504950495,7613.86138613861,2,29,2
"5167",0,6,443,46637,1,66,16,32,0,10000,660000,18,39,7
"5168",0.154,6,443,55388,4,2305,25,32,0,25.974025974026,14967.5324675325,52,1,8
"5169",0.04,6,80,63192,6,519,31,32,0,150,12975,27,3,7
"5170",0,17,53,51648,2,224,0,0,0,20000,2240000,33,48,3
"5171",0.004,17,43828,53,2,144,0,0,0,500,36000,23,10,4
"5172",0,6,445,46808,1,108,24,0,0,10000,1080000,33,53,6
"5173",0,6,42868,443,1,54,16,0,0,10000,540000,30,32,1
"5174",0,6,445,43183,1,108,24,0,0,10000,1080000,46,26,4
"5175",0.026,6,49845,443,3,193,29,0,0,115.384615384615,7423.07692307692,3,41,1
"5176",0.014,6,36036,80,2,457,24,0,0,142.857142857143,32642.8571428571,22,8,3
"5177",0.023,6,53318,443,3,215,25,0,0,130.434782608696,9347.82608695652,47,16,5
"5178",0,6,443,59821,1,66,16,0,0,10000,660000,34,49,2
"5179",0,6,44325,80,1,66,16,0,0,10000,660000,19,23,3
"5180",0,6,80,62584,1,66,16,32,0,10000,660000,24,59,0
"5181",0.027,6,40199,443,3,544,24,0,0,111.111111111111,20148.1481481481,53,12,8
"5182",0,6,443,56198,1,66,16,0,0,10000,660000,27,7,1
"5183",2.411,6,80,37156,13,16600,27,0,0,5.39195354624637,6885.10991289921,47,7,5
"5184",0.017,6,35253,80,2,132,17,0,0,117.647058823529,7764.70588235294,50,30,8
"5185",0,6,443,53852,1,66,16,32,0,10000,660000,40,12,9
"5186",0,6,443,45201,1,66,16,32,0,10000,660000,13,36,1
"5187",0.001,17,53,55711,2,254,0,0,0,2000,254000,51,46,4
"5188",0.1,6,80,36594,2,132,17,32,0,20,1320,7,45,0
"5189",0,6,80,43770,1,66,16,0,0,10000,660000,40,15,2
"5190",0,6,43016,443,1,66,16,0,0,10000,660000,0,8,9
"5191",0,6,59590,80,1,66,16,0,0,10000,660000,13,46,8
"5192",0,6,49412,80,1,66,16,0,0,10000,660000,57,41,9
"5193",1.315,6,62195,443,11,1992,26,0,0,8.36501901140684,1514.8288973384,39,51,3
"5194",0,6,80,59675,1,66,16,32,0,10000,660000,58,38,0
"5195",0,6,56164,80,1,54,16,0,0,10000,540000,43,32,1
"5196",0,6,443,53780,1,54,16,32,0,10000,540000,38,0,7
"5197",0,6,443,49385,1,66,16,32,0,10000,660000,10,37,4
"5198",0.001,6,48783,443,2,108,4,32,0,2000,108000,23,54,5
"5199",0.035,17,51215,53,2,164,0,0,0,57.1428571428571,4685.71428571429,38,53,8
"5200",0,6,80,43728,1,66,16,0,0,10000,660000,39,14,0
"5201",0.025,6,47381,443,2,132,17,0,0,80,5280,1,23,9
"5202",0,6,41529,80,1,66,16,0,0,10000,660000,42,36,6
"5203",0,6,39871,80,1,66,16,0,0,10000,660000,11,26,3
"5204",0.241,6,56422,80,50,3646,26,0,0,207.46887966805,15128.6307053942,35,39,3
"5205",0,6,48136,80,1,54,16,0,0,10000,540000,10,7,2
"5206",0.6,6,443,37779,10,5137,26,0,0,16.6666666666667,8561.66666666667,50,48,2
"5207",0,6,443,47477,1,66,16,0,0,10000,660000,39,4,9
"5208",0,6,56543,80,1,66,16,0,0,10000,660000,51,53,4
"5209",0,6,80,57204,1,66,18,0,0,10000,660000,25,37,7
"5210",0,6,443,59999,1,409,24,32,0,10000,4090000,31,34,5
"5211",0,6,56315,443,1,55,16,0,0,10000,550000,58,40,3
"5212",0.055,6,59336,80,9,1257,27,0,0,163.636363636364,22854.5454545455,21,40,8
"5213",0.071,6,443,40042,5,2465,26,32,0,70.4225352112676,34718.3098591549,23,56,0
"5214",0,6,34356,80,1,66,16,0,0,10000,660000,19,9,0
"5215",0,6,80,59702,1,66,16,0,0,10000,660000,38,13,7
"5216",0.221,6,443,37774,33,43031,26,32,0,149.321266968326,194710.407239819,23,48,9
"5217",0.083,6,60638,443,5,906,26,0,0,60.2409638554217,10915.6626506024,1,7,4
"5218",0,6,80,45429,1,54,16,0,0,10000,540000,7,56,6
"5219",0.001,6,80,56605,2,835,24,0,0,2000,835000,11,12,0
"5220",0.034,17,53,47251,2,330,0,0,0,58.8235294117647,9705.88235294118,57,53,9
"5221",0,6,8082,56978,1,212,24,32,0,10000,2120000,17,12,3
"5222",0,6,443,59859,1,66,16,32,0,10000,660000,12,16,5
"5223",0,6,50001,443,1,66,16,0,0,10000,660000,53,56,7
"5224",0,6,33419,443,1,66,16,0,0,10000,660000,53,20,3
"5225",0,6,80,33947,1,66,16,32,0,10000,660000,49,36,5
"5226",0,6,80,42917,1,66,16,0,0,10000,660000,48,26,7
"5227",0,6,80,48179,1,66,16,32,0,10000,660000,38,19,9
"5228",0,6,44026,443,1,66,16,0,0,10000,660000,42,52,5
"5229",0,6,443,45027,1,54,16,0,0,10000,540000,46,43,8
"5230",0,6,58871,80,1,66,16,0,0,10000,660000,14,39,8
"5231",0,17,53,45945,1,197,0,0,0,10000,1970000,53,51,8
"5232",0,6,80,59018,1,58,18,0,0,10000,580000,4,44,2
"5233",0,17,43655,53,2,160,0,0,0,20000,1600000,10,24,5
"5234",0,17,53,50769,2,302,0,0,0,20000,3020000,30,33,5
"5235",0,6,80,54948,1,66,16,32,0,10000,660000,46,37,8
"5236",0,6,443,42099,1,66,17,32,0,10000,660000,59,57,6
"5237",0.133,6,57754,443,7,1605,26,0,0,52.6315789473684,12067.6691729323,27,34,4
"5238",0.143,6,55042,80,13,1243,26,0,0,90.9090909090909,8692.30769230769,25,26,4
"5239",0,6,80,56373,1,66,16,32,0,10000,660000,19,25,0
"5240",0,6,80,58031,1,66,16,32,0,10000,660000,28,11,7
"5241",0,6,80,58104,1,66,17,32,0,10000,660000,52,11,7
"5242",0,6,48073,443,1,66,16,0,0,10000,660000,22,56,6
"5243",0.056,6,34849,443,5,858,26,0,0,89.2857142857143,15321.4285714286,33,39,9
"5244",0.002,17,36979,53,2,140,0,0,0,1000,70000,11,19,0
"5245",0,6,8082,51649,1,212,24,32,0,10000,2120000,59,46,2
"5246",0.023,6,60803,8082,2,338,24,0,0,86.9565217391304,14695.652173913,2,44,8
"5247",0,6,80,54770,1,66,17,0,0,10000,660000,35,27,9
"5248",0.036,17,53,35196,2,278,0,0,0,55.5555555555556,7722.22222222222,5,25,8
"5249",0,6,80,63443,1,66,16,32,0,10000,660000,47,1,7
"5250",0.001,17,53,49829,2,276,0,0,0,2000,276000,37,53,3
"5251",0,6,443,55599,1,54,16,0,0,10000,540000,39,15,1
"5252",0.093,6,42891,443,5,894,26,0,0,53.7634408602151,9612.90322580645,40,52,0
"5253",0,6,34788,80,1,66,16,0,0,10000,660000,14,55,7
"5254",0.004,6,34743,445,2,174,24,0,0,500,43500,8,0,2
"5255",0.001,6,38937,443,3,198,17,0,0,3000,198000,14,9,9
"5256",0,6,443,46115,1,66,16,32,0,10000,660000,54,26,1
"5257",0,6,60456,80,1,66,16,0,0,10000,660000,31,23,2
"5258",0,6,80,56770,1,66,17,32,0,10000,660000,7,57,1
"5259",0,6,80,60293,1,66,16,32,0,10000,660000,52,26,3
"5260",0,6,44896,443,1,66,16,0,0,10000,660000,24,35,2
"5261",0,6,80,56172,1,66,16,32,0,10000,660000,45,50,7
"5262",0,6,48975,80,1,66,16,0,0,10000,660000,46,44,7
"5263",0,6,80,37744,1,66,16,32,0,10000,660000,9,50,1
"5264",0.247,17,53,59473,2,288,0,0,0,8.09716599190283,1165.99190283401,20,48,8
"5265",0,6,80,63772,1,54,4,32,0,10000,540000,46,49,2
"5266",0,6,51547,443,1,66,16,0,0,10000,660000,47,56,5
"5267",0,6,80,49758,1,66,17,32,0,10000,660000,51,25,2
"5268",0,17,54981,53,2,154,0,0,0,20000,1540000,3,31,5
"5269",0,6,443,56419,1,66,16,32,0,10000,660000,7,48,3
"5270",0.419,6,56618,80,6,1304,27,0,0,14.3198090692124,3112.17183770883,50,14,3
"5271",0.025,6,51390,443,5,875,24,0,0,200,35000,31,9,9
"5272",0,6,58673,443,2,108,4,32,0,20000,1080000,0,29,0
"5273",0,6,80,58666,1,66,16,0,0,10000,660000,58,58,3
"5274",0.104,6,80,55883,2,132,17,32,0,19.2307692307692,1269.23076923077,0,47,3
"5275",0.212,6,56172,80,6,1242,27,0,0,28.3018867924528,5858.49056603774,52,52,6
"5276",0,6,59802,443,1,66,16,0,0,10000,660000,56,26,7
"5277",0.04,17,53,50916,2,296,0,0,0,50,7400,8,33,8
"5278",0.126,6,443,36417,4,417,27,32,0,31.7460317460317,3309.52380952381,29,57,8
"5279",0.029,6,33169,443,4,271,29,0,0,137.931034482759,9344.8275862069,34,31,6
"5280",0,6,51529,80,1,66,16,0,0,10000,660000,50,9,6
"5281",0,17,53,49846,2,257,0,0,0,20000,2570000,48,17,1
"5282",0,6,56414,443,1,66,16,0,0,10000,660000,15,45,6
"5283",0.101,6,60552,8000,2,120,18,0,0,19.8019801980198,1188.11881188119,2,36,5
"5284",0,6,47241,80,1,66,16,0,0,10000,660000,16,48,6
"5285",0,17,53,36572,1,185,0,0,0,10000,1850000,8,33,1
"5286",0.461,6,45889,443,12,2585,26,0,0,26.0303687635575,5607.37527114967,56,40,0
"5287",0,6,80,55188,1,66,18,32,0,10000,660000,34,46,8
"5288",0.004,6,37591,443,2,108,4,0,0,500,27000,2,57,3
"5289",0,6,80,41505,1,66,16,32,0,10000,660000,22,20,9
"5290",0,6,80,51366,1,54,16,0,0,10000,540000,29,0,3
"5291",0.003,17,54562,53,2,156,0,0,0,666.666666666667,52000,50,19,4
"5292",0,6,445,43183,1,108,24,0,0,10000,1080000,5,27,2
"5293",0,17,43460,53,2,148,0,0,0,20000,1480000,31,10,3
"5294",0,6,80,40916,1,78,16,32,0,10000,780000,5,26,8
"5295",0,6,443,54029,1,358,24,0,0,10000,3580000,50,44,3
"5296",0.034,17,53,46525,2,390,0,0,0,58.8235294117647,11470.5882352941,54,4,8
"5297",0.047,6,62653,80,4,667,26,0,0,85.1063829787234,14191.4893617021,24,53,5
"5298",0.051,6,59702,8000,6,674,27,0,0,117.647058823529,13215.6862745098,14,36,2
"5299",0.167,6,443,47493,6,4726,26,32,0,35.9281437125749,28299.4011976048,41,44,8
"5300",0,6,53128,443,1,55,16,0,0,10000,550000,26,26,2
"5301",0.018,6,49424,80,2,132,17,0,0,111.111111111111,7333.33333333333,29,34,5
"5302",0,6,80,65372,1,66,16,32,0,10000,660000,13,21,3
"5303",0,6,8082,37039,1,212,24,32,0,10000,2120000,17,3,9
"5304",0.015,6,61267,443,3,193,29,0,0,200,12866.6666666667,16,13,8
"5305",0,17,59084,53,2,154,0,0,0,20000,1540000,13,18,4
"5306",0,6,32954,443,1,66,16,0,0,10000,660000,59,57,9
"5307",0,6,80,51309,1,66,16,32,0,10000,660000,21,43,8
"5308",0,6,80,56026,1,66,16,32,0,10000,660000,46,19,6
"5309",0,17,53,44314,1,93,0,0,0,10000,930000,14,37,3
"5310",1.156,6,80,60322,2,148,18,32,0,1.73010380622837,128.0276816609,51,17,6
"5311",0.014,6,50899,443,2,485,24,0,0,142.857142857143,34642.8571428571,3,17,2
"5312",0.007,17,53,46520,2,470,0,0,0,285.714285714286,67142.8571428571,2,50,8
"5313",0,6,33692,443,1,66,16,0,0,10000,660000,3,59,1
"5314",0,6,50380,80,1,55,16,0,0,10000,550000,14,36,6
"5315",0,6,62677,443,1,55,16,0,0,10000,550000,25,5,8
"5316",0.025,6,53923,443,2,132,17,0,0,80,5280,6,4,6
"5317",0,6,36398,443,1,66,16,0,0,10000,660000,52,47,7
"5318",0,6,64136,80,1,55,16,0,0,10000,550000,11,0,8
"5319",0,6,34743,445,2,174,24,0,0,20000,1740000,12,20,1
"5320",0,6,40285,80,1,66,16,0,0,10000,660000,4,2,8
"5321",0,6,63274,443,1,55,16,0,0,10000,550000,40,26,0
"5322",0,6,80,50761,1,66,18,32,0,10000,660000,17,55,3
"5323",0.142,6,443,48696,4,424,26,0,0,28.169014084507,2985.91549295775,44,35,5
"5324",0.073,6,443,49812,5,960,24,32,0,68.4931506849315,13150.6849315069,14,49,9
"5325",0,6,445,48888,1,108,24,0,0,10000,1080000,37,39,3
"5326",0.997,6,80,56512,2,108,17,32,0,2.00601805416249,108.324974924774,24,27,7
"5327",0.104,6,80,60426,2,108,17,32,0,19.2307692307692,1038.46153846154,40,18,4
"5328",0,17,53,50986,2,479,0,0,0,20000,4790000,45,58,1
"5329",0,6,80,47880,1,66,16,32,0,10000,660000,46,22,0
"5330",0,6,8082,37039,1,212,24,32,0,10000,2120000,13,38,0
"5331",0,17,43763,53,1,76,0,0,0,10000,760000,1,33,5
"5332",0.001,17,53,53771,2,279,0,0,0,2000,279000,11,31,1
"5333",0.088,6,443,40479,4,419,26,0,0,45.4545454545455,4761.36363636364,22,27,4
"5334",0,17,138,138,2,511,0,0,0,20000,5110000,46,47,9
"5335",0.121,6,58944,443,8,1100,26,0,0,66.1157024793389,9090.90909090909,16,41,4
"5336",0.24,6,59290,80,3,1716,24,0,0,12.5,7150,8,51,5
"5337",0,6,58957,443,1,66,16,0,0,10000,660000,2,27,3
"5338",0.25,6,443,52149,8,1072,26,32,0,32,4288,55,25,9
"5339",0.056,6,34180,443,5,906,26,0,0,89.2857142857143,16178.5714285714,19,27,9
"5340",0,6,36516,80,1,66,16,0,0,10000,660000,7,11,2
